"Municipio","Año","Tipo de delito","Enero","Febrero","Marzo","Abril","Mayo","Junio","Julio","Agosto","Septiembre","Octubre","Noviembre","Diciembre","total"
"Acaxochitlán",2019,"Lesiones",3,2,2,3,4,3,5,2,2,2,3,0,31
"Acaxochitlán",2019,"Narcomenudeo",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2019,"Otros delitos contra el patrimonio",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2019,"Otros delitos contra la familia",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2019,"Otros delitos contra la sociedad",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2019,"Otros delitos del Fuero Común",9,9,5,3,4,5,4,6,1,5,3,2,56
"Acaxochitlán",2019,"Otros delitos que atentan contra la libertad personal",2,1,1,1,0,2,3,2,2,0,1,0,15
"Acaxochitlán",2019,"Otros delitos que atentan contra la libertad y la seguridad sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2019,"Otros delitos que atentan contra la vida y la integridad corporal",0,0,0,0,0,0,0,0,1,1,0,0,2
"Acaxochitlán",2019,"Rapto",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2019,"Robo",4,13,5,4,11,3,2,3,2,7,2,3,59
"Acaxochitlán",2019,"Secuestro",0,0,0,0,0,1,0,0,0,0,0,0,1
"Acaxochitlán",2019,"Trata de personas",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2019,"Tráfico de menores",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2019,"Violación",0,1,0,0,2,2,2,0,0,0,0,1,8
"Acaxochitlán",2019,"Violencia de género en todas sus modalidades distinta a la violencia familiar",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2019,"Violencia familiar",1,3,6,3,6,5,2,3,3,3,3,1,39
"Acaxochitlán",2020,"Aborto",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2020,"Abuso de confianza",0,0,0,0,0,0,0,1,0,0,0,1,2
"Acaxochitlán",2020,"Abuso sexual",1,0,0,0,0,0,0,1,0,0,2,0,4
"Acaxochitlán",2020,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2020,"Allanamiento de morada",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2020,"Amenazas",2,0,1,0,1,1,0,0,4,2,0,2,13
"Acaxochitlán",2020,"Contra el medio ambiente",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2020,"Corrupción de menores",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2020,"Daño a la propiedad",4,2,1,0,0,1,0,1,0,2,2,1,14
"Acaxochitlán",2020,"Delitos cometidos por servidores públicos",1,1,0,0,0,0,0,0,0,0,0,0,2
"Acaxochitlán",2020,"Despojo",2,1,0,2,0,0,0,1,2,0,0,0,8
"Acaxochitlán",2020,"Electorales",0,0,0,0,0,0,0,0,0,4,4,1,9
"Acaxochitlán",2020,"Evasión de presos",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2020,"Extorsión",0,0,2,0,0,0,0,0,0,0,0,0,2
"Acaxochitlán",2020,"Falsedad",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2020,"Falsificación",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2020,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2020,"Fraude",1,0,0,0,0,0,0,4,1,1,0,0,7
"Acaxochitlán",2020,"Homicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2020,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2020,"Incesto",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2020,"Incumplimiento de obligaciones de asistencia familiar",0,0,0,0,0,1,1,0,0,2,0,0,4
"Acaxochitlán",2020,"Lesiones",7,3,3,2,7,5,1,5,1,5,6,5,50
"Acaxochitlán",2020,"Narcomenudeo",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2020,"Otros delitos contra el patrimonio",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2020,"Otros delitos contra la familia",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2020,"Otros delitos contra la sociedad",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2020,"Otros delitos del Fuero Común",4,3,2,4,6,6,2,1,10,1,5,4,48
"Acaxochitlán",2020,"Otros delitos que atentan contra la libertad personal",5,2,1,0,1,0,2,1,0,0,2,0,14
"Acaxochitlán",2020,"Otros delitos que atentan contra la libertad y la seguridad sexual",0,0,0,0,0,0,0,0,0,1,0,0,1
"Acaxochitlán",2020,"Otros delitos que atentan contra la vida y la integridad corporal",1,0,0,0,0,0,0,0,0,0,0,0,1
"Acaxochitlán",2020,"Rapto",0,0,0,0,0,0,0,0,1,0,0,0,1
"Acaxochitlán",2020,"Robo",8,7,10,5,5,2,5,7,7,3,3,5,67
"Acaxochitlán",2020,"Secuestro",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2020,"Trata de personas",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2020,"Tráfico de menores",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2020,"Violación",3,2,1,0,1,0,0,1,1,0,1,1,11
"Acaxochitlán",2020,"Violencia de género en todas sus modalidades distinta a la violencia familiar",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2020,"Violencia familiar",5,8,5,2,6,3,4,3,1,3,3,5,48
"Acaxochitlán",2021,"Aborto",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2021,"Abuso de confianza",0,0,0,1,0,0,0,0,0,1,2,0,4
"Acaxochitlán",2021,"Abuso sexual",0,0,0,0,1,0,0,0,1,0,0,0,2
"Acaxochitlán",2021,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2021,"Allanamiento de morada",0,0,0,0,0,1,0,0,0,0,0,0,1
"Acaxochitlán",2021,"Amenazas",0,1,1,3,0,1,0,0,0,1,1,2,10
"Acaxochitlán",2021,"Contra el medio ambiente",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2021,"Corrupción de menores",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2021,"Daño a la propiedad",0,0,1,4,0,0,1,2,1,0,1,0,10
"Acaxochitlán",2021,"Delitos cometidos por servidores públicos",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2021,"Despojo",0,0,2,1,0,0,0,1,0,0,0,0,4
"Acaxochitlán",2021,"Electorales",1,0,0,0,1,0,0,0,0,0,0,1,3
"Acaxochitlán",2021,"Evasión de presos",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2021,"Extorsión",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2021,"Falsedad",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2021,"Falsificación",0,0,0,0,0,0,0,0,0,0,0,2,2
"Acaxochitlán",2021,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2021,"Fraude",0,0,1,2,0,0,0,1,0,0,1,0,5
"Acaxochitlán",2021,"Homicidio",0,0,0,0,0,0,0,0,0,0,0,1,1
"Acaxochitlán",2021,"Hostigamiento sexual",0,0,0,0,0,0,0,0,2,0,0,0,2
"Acaxochitlán",2021,"Incesto",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2021,"Incumplimiento de obligaciones de asistencia familiar",1,0,4,0,1,1,1,1,1,1,0,1,12
"Acaxochitlán",2021,"Lesiones",4,2,5,7,1,0,5,2,1,6,2,2,37
"Acaxochitlán",2021,"Narcomenudeo",1,0,0,0,0,0,0,0,0,0,0,0,1
"Acaxochitlán",2021,"Otros delitos contra el patrimonio",0,0,0,0,0,0,0,0,0,0,0,1,1
"Acaxochitlán",2021,"Otros delitos contra la familia",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2021,"Otros delitos contra la sociedad",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2021,"Otros delitos del Fuero Común",2,1,3,4,4,4,3,3,12,13,7,20,76
"Acaxochitlán",2021,"Otros delitos que atentan contra la libertad personal",0,0,1,4,1,3,1,2,2,2,3,0,19
"Acaxochitlán",2021,"Otros delitos que atentan contra la libertad y la seguridad sexual",0,0,0,0,0,0,0,0,0,2,0,1,3
"Acaxochitlán",2021,"Otros delitos que atentan contra la vida y la integridad corporal",1,0,1,0,0,0,0,0,1,0,0,0,3
"Acaxochitlán",2021,"Rapto",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2021,"Robo",1,5,7,6,4,3,1,4,6,5,4,3,49
"Acaxochitlán",2021,"Secuestro",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2021,"Trata de personas",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2021,"Tráfico de menores",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2021,"Violación",1,1,0,1,1,1,0,3,1,0,1,2,12
"Acaxochitlán",2021,"Violencia de género en todas sus modalidades distinta a la violencia familiar",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2021,"Violencia familiar",2,5,3,4,7,10,3,5,4,3,8,0,54
"Acaxochitlán",2022,"Aborto",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2022,"Abuso de confianza",0,0,0,0,1,0,0,0,1,2,0,0,4
"Acaxochitlán",2022,"Abuso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2022,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2022,"Allanamiento de morada",1,0,1,0,0,0,3,0,0,0,0,0,5
"Acaxochitlán",2022,"Amenazas",1,0,1,2,2,1,3,3,0,3,1,0,17
"Acaxochitlán",2022,"Contra el medio ambiente",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2022,"Corrupción de menores",0,0,0,0,0,2,0,0,0,0,0,0,2
"Acaxochitlán",2022,"Daño a la propiedad",0,1,0,2,2,2,4,1,0,1,1,2,16
"Acaxochitlán",2022,"Delitos cometidos por servidores públicos",0,0,1,0,0,0,0,0,0,0,0,0,1
"Acaxochitlán",2022,"Despojo",1,2,0,2,3,1,1,0,0,3,3,0,16
"Acaxochitlán",2022,"Electorales",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2022,"Evasión de presos",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2022,"Extorsión",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2022,"Falsedad",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2022,"Falsificación",0,0,1,0,0,0,0,0,0,0,0,0,1
"Acaxochitlán",2022,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2022,"Fraude",0,0,3,2,1,2,0,0,1,0,1,0,10
"Acaxochitlán",2022,"Homicidio",0,0,0,0,2,0,0,1,1,1,0,2,7
"Acaxochitlán",2022,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2022,"Incesto",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2022,"Incumplimiento de obligaciones de asistencia familiar",1,2,0,0,0,0,0,1,0,1,0,0,5
"Acaxochitlán",2022,"Lesiones",3,1,4,4,10,4,3,7,0,3,6,6,51
"Acaxochitlán",2022,"Narcomenudeo",2,0,1,0,0,0,0,0,0,0,1,1,5
"Acaxochitlán",2022,"Otros delitos contra el patrimonio",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2022,"Otros delitos contra la familia",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2022,"Otros delitos contra la sociedad",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2022,"Otros delitos del Fuero Común",2,6,3,6,4,4,2,1,2,2,2,4,38
"Acaxochitlán",2022,"Otros delitos que atentan contra la libertad personal",3,0,2,2,3,2,0,0,1,4,2,0,19
"Acaxochitlán",2022,"Otros delitos que atentan contra la libertad y la seguridad sexual",0,0,0,0,0,1,0,1,0,0,1,0,3
"Acaxochitlán",2022,"Otros delitos que atentan contra la vida y la integridad corporal",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2022,"Rapto",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2022,"Robo",2,6,3,4,3,3,5,4,2,9,2,3,46
"Acaxochitlán",2022,"Secuestro",0,0,0,0,0,1,0,0,0,0,0,0,1
"Acaxochitlán",2022,"Trata de personas",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2022,"Tráfico de menores",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2022,"Violación",0,0,0,0,1,2,0,2,1,1,0,2,9
"Acaxochitlán",2022,"Violencia de género en todas sus modalidades distinta a la violencia familiar",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2022,"Violencia familiar",8,7,10,10,11,20,9,9,2,3,5,0,94
"Acaxochitlán",2023,"Aborto",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2023,"Abuso de confianza",0,0,0,0,0,0,0,1,0,0,0,1,2
"Acaxochitlán",2023,"Abuso sexual",0,1,0,0,0,0,0,0,0,0,0,0,1
"Acaxochitlán",2023,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2023,"Allanamiento de morada",0,0,0,0,2,0,0,0,0,0,0,1,3
"Acaxochitlán",2023,"Amenazas",2,0,1,2,1,0,1,1,3,1,1,2,15
"Acaxochitlán",2023,"Contra el medio ambiente",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2023,"Corrupción de menores",0,0,0,0,0,1,0,0,0,0,0,0,1
"Acaxochitlán",2023,"Daño a la propiedad",2,0,2,3,2,1,1,2,2,0,0,0,15
"Acaxochitlán",2023,"Delitos cometidos por servidores públicos",0,0,0,0,0,0,0,2,1,0,0,0,3
"Acaxochitlán",2023,"Despojo",2,1,4,2,2,0,0,0,0,1,1,0,13
"Acaxochitlán",2023,"Electorales",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2023,"Evasión de presos",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2023,"Extorsión",0,0,0,0,0,0,1,0,0,0,0,0,1
"Acaxochitlán",2023,"Falsedad",0,0,0,0,0,0,0,0,1,0,0,0,1
"Acaxochitlán",2023,"Falsificación",0,0,0,0,0,0,0,0,1,0,0,0,1
"Acaxochitlán",2023,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2023,"Fraude",2,0,2,1,2,0,1,1,2,1,2,1,15
"Acaxochitlán",2023,"Homicidio",0,0,1,0,1,0,1,0,0,0,0,0,3
"Acaxochitlán",2023,"Hostigamiento sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2023,"Incesto",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2023,"Incumplimiento de obligaciones de asistencia familiar",0,0,2,0,2,1,0,0,1,0,0,1,7
"Acaxochitlán",2023,"Lesiones",3,1,7,4,3,3,3,2,6,7,8,4,51
"Acaxochitlán",2023,"Narcomenudeo",1,1,1,0,1,0,0,1,0,0,1,1,7
"Acaxochitlán",2023,"Otros delitos contra el patrimonio",0,1,0,0,0,0,0,1,1,0,1,1,5
"Acaxochitlán",2023,"Otros delitos contra la familia",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2023,"Otros delitos contra la sociedad",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2023,"Otros delitos del Fuero Común",1,1,2,0,6,0,1,3,2,0,2,2,20
"Acaxochitlán",2023,"Otros delitos que atentan contra la libertad personal",1,0,3,0,1,2,0,2,2,0,0,1,12
"Acaxochitlán",2023,"Otros delitos que atentan contra la libertad y la seguridad sexual",0,0,0,0,0,0,1,0,1,0,0,0,2
"Acaxochitlán",2023,"Otros delitos que atentan contra la vida y la integridad corporal",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2023,"Rapto",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2023,"Robo",7,0,6,7,12,0,8,7,6,1,5,3,62
"Acaxochitlán",2023,"Secuestro",0,0,0,0,0,0,0,0,0,1,0,0,1
"Acaxochitlán",2023,"Trata de personas",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2023,"Tráfico de menores",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2023,"Violación",1,2,2,1,2,2,2,0,2,0,2,0,16
"Acaxochitlán",2023,"Violencia de género en todas sus modalidades distinta a la violencia familiar",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2023,"Violencia familiar",5,4,8,5,5,10,2,9,12,4,1,4,69
"Acaxochitlán",2024,"Aborto",1,1,0,0,0,0,0,0,0,0,0,0,2
"Acaxochitlán",2024,"Abuso de confianza",1,0,0,1,0,0,0,0,0,0,0,0,2
"Acaxochitlán",2024,"Abuso sexual",0,0,0,0,0,0,0,0,0,0,1,0,1
"Acaxochitlán",2024,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2024,"Allanamiento de morada",0,0,0,0,0,1,0,0,0,0,0,0,1
"Acaxochitlán",2024,"Amenazas",1,1,2,3,0,1,0,0,1,1,1,0,11
"Acaxochitlán",2024,"Contra el medio ambiente",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2024,"Corrupción de menores",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2024,"Daño a la propiedad",1,1,0,0,0,1,1,2,1,2,2,3,14
"Acaxochitlán",2024,"Delitos cometidos por servidores públicos",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2024,"Despojo",0,1,0,2,0,1,1,2,0,1,1,0,9
"Acaxochitlán",2024,"Electorales",0,0,0,1,0,0,0,0,0,0,0,0,1
"Acaxochitlán",2024,"Evasión de presos",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2024,"Extorsión",0,0,1,0,0,0,0,0,0,0,0,0,1
"Acaxochitlán",2024,"Falsedad",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2024,"Falsificación",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2024,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2024,"Fraude",0,0,1,0,0,0,0,0,0,0,1,0,2
"Acaxochitlán",2024,"Homicidio",0,0,0,1,1,0,0,0,0,0,0,0,2
"Acaxochitlán",2024,"Hostigamiento sexual",0,0,0,0,1,0,1,0,0,0,0,0,2
"Acaxochitlán",2024,"Incesto",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2024,"Incumplimiento de obligaciones de asistencia familiar",0,0,0,1,1,0,0,0,0,0,0,0,2
"Acaxochitlán",2024,"Lesiones",4,7,2,2,2,5,0,1,2,1,1,3,30
"Acaxochitlán",2024,"Narcomenudeo",1,0,0,2,0,0,0,0,0,2,0,0,5
"Acaxochitlán",2024,"Otros delitos contra el patrimonio",0,0,0,0,0,0,1,1,0,0,0,1,3
"Acaxochitlán",2024,"Otros delitos contra la familia",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2024,"Otros delitos contra la sociedad",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2024,"Otros delitos del Fuero Común",4,2,6,8,4,3,4,3,4,3,4,0,45
"Acaxochitlán",2024,"Otros delitos que atentan contra la libertad personal",0,0,1,0,0,1,2,3,1,1,1,1,11
"Acaxochitlán",2024,"Otros delitos que atentan contra la libertad y la seguridad sexual",0,0,0,0,0,1,0,0,0,0,0,0,1
"Acaxochitlán",2024,"Otros delitos que atentan contra la vida y la integridad corporal",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2024,"Rapto",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2024,"Robo",6,1,2,4,6,3,6,4,8,5,7,9,61
"Acaxochitlán",2024,"Secuestro",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2024,"Trata de personas",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2024,"Tráfico de menores",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2024,"Violación",2,0,0,2,2,0,1,3,0,0,2,1,13
"Acaxochitlán",2024,"Violencia de género en todas sus modalidades distinta a la violencia familiar",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2024,"Violencia familiar",2,0,9,19,10,6,2,4,8,1,6,0,67
"Acaxochitlán",2025,"Aborto",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2025,"Abuso de confianza",0,0,0,0,0,1,0,1,1,0,1,0,4
"Acaxochitlán",2025,"Abuso sexual",0,0,1,0,1,1,0,0,0,0,0,1,4
"Acaxochitlán",2025,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2025,"Allanamiento de morada",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2025,"Amenazas",1,1,3,0,2,5,5,3,2,2,3,1,28
"Acaxochitlán",2025,"Contra el medio ambiente",0,0,0,0,0,0,1,0,0,0,0,0,1
"Acaxochitlán",2025,"Corrupción de menores",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2025,"Daño a la propiedad",2,1,2,0,2,2,1,1,3,0,2,1,17
"Acaxochitlán",2025,"Delitos cometidos por servidores públicos",0,0,0,0,0,2,1,0,1,0,0,1,5
"Acaxochitlán",2025,"Despojo",1,1,2,0,1,0,1,1,4,1,1,0,13
"Acaxochitlán",2025,"Electorales",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2025,"Evasión de presos",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2025,"Extorsión",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2025,"Falsedad",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2025,"Falsificación",0,0,0,0,0,0,2,0,0,0,0,0,2
"Acaxochitlán",2025,"Feminicidio",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2025,"Fraude",4,0,2,0,0,1,2,1,3,0,2,0,15
"Acaxochitlán",2025,"Homicidio",0,2,1,0,0,0,0,1,1,0,0,0,5
"Acaxochitlán",2025,"Hostigamiento sexual",0,0,0,1,0,0,0,0,0,1,0,0,2
"Acaxochitlán",2025,"Incesto",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2025,"Incumplimiento de obligaciones de asistencia familiar",0,0,0,1,1,1,0,0,0,0,0,0,3
"Acaxochitlán",2025,"Lesiones",2,0,5,2,6,5,7,4,2,8,4,2,47
"Acaxochitlán",2025,"Narcomenudeo",0,0,0,0,0,1,2,1,1,0,1,0,6
"Acaxochitlán",2025,"Otros delitos contra el patrimonio",0,0,0,0,0,0,5,6,2,2,0,0,15
"Acaxochitlán",2025,"Otros delitos contra la familia",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2025,"Otros delitos contra la sociedad",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2025,"Otros delitos del Fuero Común",4,1,9,4,6,7,1,0,1,2,9,9,53
"Acaxochitlán",2025,"Otros delitos que atentan contra la libertad personal",1,2,1,0,1,2,2,2,1,2,5,3,22
"Acaxochitlán",2025,"Otros delitos que atentan contra la libertad y la seguridad sexual",0,1,0,0,1,1,0,0,0,0,0,0,3
"Acaxochitlán",2025,"Otros delitos que atentan contra la vida y la integridad corporal",0,0,0,0,0,0,0,1,0,0,1,1,3
"Acaxochitlán",2025,"Rapto",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2025,"Robo",11,14,5,6,2,10,16,4,9,15,23,8,123
"Acaxochitlán",2025,"Secuestro",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2025,"Trata de personas",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2025,"Tráfico de menores",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2025,"Violación",1,0,1,2,0,0,3,2,1,3,1,1,15
"Acaxochitlán",2025,"Violencia de género en todas sus modalidades distinta a la violencia familiar",0,0,0,0,0,0,0,0,0,0,0,0,0
"Acaxochitlán",2025,"Violencia familiar",0,1,7,10,7,10,6,11,4,6,5,4,71
"Acaxochitlán",2026,"Aborto",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
"Acaxochitlán",2026,"Abuso de confianza",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,2
"Acaxochitlán",2026,"Abuso sexual",0,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,4
"Acaxochitlán",2026,"Acoso sexual",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
"Acaxochitlán",2026,"Allanamiento de morada",0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,1
"Acaxochitlán",2026,"Amenazas",2,1,2,0,2,NA,NA,NA,NA,NA,NA,NA,7
"Acaxochitlán",2026,"Contra el medio ambiente",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
"Acaxochitlán",2026,"Corrupción de menores",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,1
"Acaxochitlán",2026,"Daño a la propiedad",2,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,10
"Acaxochitlán",2026,"Delitos cometidos por servidores públicos",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
"Acaxochitlán",2026,"Delitos contra la administración de justicia",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
"Acaxochitlán",2026,"Despojo",0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,3
"Acaxochitlán",2026,"Discriminación",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
"Acaxochitlán",2026,"Electorales",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
"Acaxochitlán",2026,"Evasión de presos",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
"Acaxochitlán",2026,"Extorsión",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
"Acaxochitlán",2026,"Falsedad",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
"Acaxochitlán",2026,"Falsificación",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
"Acaxochitlán",2026,"Feminicidio",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
"Acaxochitlán",2026,"Fraude",0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,2
"Acaxochitlán",2026,"Homicidio",1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,4
"Acaxochitlán",2026,"Hostigamiento sexual",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
"Acaxochitlán",2026,"Incesto",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
